EmployeeID,FirstName,LastName,Gender,DateOfBirth,HireDate,DepartmentID,PositionID,Salary,PerformanceScore,Email,PhoneNumber,ManagerID,EmploymentType,Location
ba3cbc67-a8f5-4401-871b-9d849652cde4,Lindsey,Campos,Other,1966-06-19,2016-12-20,4,6,41098,7,paul22@example.net,(680)303-4001,,Part-Time,Australia
aab22ac5-d71f-44e9-b6f6-634895f4519a,Matthew,Jackson,Female,1995-12-31,2018-11-23,10,16,76165,1,nunezian@example.org,903-223-3339x9861,1ae6f6f0-9459-4115-8b02-996474156f94,Part-Time,Canada
c4802b4f-f508-41c1-adf7-ee59382858e6,Jennifer,Ramos,Male,1991-11-03,2023-05-06,9,19,96808,3,ellisonelizabeth@example.com,+1-974-585-9579x6770,4568cf46-2b77-40d3-8681-0f604c515395,Contract,Australia
a4ed836d-94ae-45de-b755-4a3dde7da915,Shelley,Roach,Male,1998-08-14,2022-07-14,1,17,74738,9,awalker@example.org,001-995-594-3920x9484,6789886b-3c86-4d73-96c7-72cfee565edc,Part-Time,India
2c7f0317-dbd3-4782-8b39-54ddb2333822,John,Trevino,Male,1980-03-06,2015-09-11,3,1,62018,4,doyleroy@example.org,001-822-767-3411,277e031a-2692-4284-8dab-a5d3e2fc9e56,Contract,USA
d7f78caa-3184-451c-b34e-d9b522cadc2b,Marcus,Quinn,Female,1992-10-17,2022-06-02,2,20,114266,4,holmesjulia@example.org,426-706-2873x126,cf36ef18-067a-442c-aa1c-d7c6d27894ab,Full-Time,India
432da541-056f-4a68-a68d-8fe5cbf49537,Mark,Pena,Other,1984-05-02,2017-10-29,7,17,90594,6,jackmorales@example.net,539.944.3198,662db1ae-4241-4283-8a0d-baabb93e1a43,Full-Time,USA
d05297ac-cddb-4491-82ff-9834675311b1,Dustin,Jones,Female,1980-03-11,2022-09-19,5,14,67945,3,todd98@example.com,(898)215-7024x3615,3dc820eb-8ead-448f-86ac-486e159e5f89,Contract,USA
f4d5c0b1-adc7-4db8-8d8c-a55a86791cf8,Jade,Acosta,Male,1986-08-13,2017-08-04,4,3,42209,9,dsandoval@example.net,638.231.1676x017,,Part-Time,USA
624c41c3-ad57-4823-9ceb-ed5b6afb54ee,Tami,Valdez,Female,1995-02-07,2023-01-28,4,17,50644,6,westsarah@example.org,982-377-7846,c6b73f67-d4b5-4467-8a17-c74f6385df2d,Full-Time,India
80f76299-c79e-4566-9e7e-437fffabe489,Rebecca,Foster,Other,1985-01-02,2017-08-13,10,1,114906,2,suejones@example.org,(717)457-8043x44134,83f81c3c-eb20-4f58-a425-f5d0901f70b2,Contract,Canada
5ac5129d-de30-484e-9b05-3ad151072382,Zachary,Cox,Female,1999-03-22,2017-07-15,8,8,112248,7,umorales@example.net,(216)830-3566,c979a7c3-07c7-4ec3-9f0d-0c72d02800e9,Contract,India
ed79ad14-afbf-4a52-82c2-c588aeefaddd,Kevin,Russell,Other,2002-11-23,2019-03-24,5,2,48747,9,clarktina@example.com,+1-441-511-3743x16224,1050a117-013c-4f24-ac54-c8c75119f277,Full-Time,Australia
b0ce37b7-7919-4f96-bb81-8468b2c7a4b8,Annette,Middleton,Female,2001-12-24,2018-08-26,4,5,103752,9,johnthomas@example.org,001-635-685-8711x1676,5fcc38c2-9dd6-490e-88bd-c6510d4ba94a,Part-Time,India
bdaf0424-0885-4655-b607-a1b02a928211,Patricia,Lopez,Female,1986-11-24,2016-06-02,10,6,84292,7,dawn21@example.org,(254)743-9772x01120,a50cc0a3-fb62-49d5-bfcb-b9b98094da97,Part-Time,Australia
0d94cc49-e945-42f1-9ed7-26b29e29ebc0,Samantha,Taylor,Other,1984-06-29,2017-03-15,5,9,47588,2,ariasraymond@example.com,(486)885-1236x924,65392022-6fe4-403a-b6c4-19aeb747bde5,Contract,USA
1b8ad5aa-f9bc-4553-96b8-0b214cf7ab8e,James,Kramer,Female,1986-08-30,2017-01-19,1,11,110644,7,catherine61@example.net,3822496442,733d9899-5643-46ec-88ed-aac813514f19,Contract,Canada
3a6e1f22-742b-4e9a-bb79-4e2f28374cba,Brandon,Mathews,Other,1987-05-08,2023-07-02,10,16,97400,10,jennifer81@example.com,(739)593-9903,251fba80-ab9d-4dc4-a5ed-6f308af533fe,Contract,India
8c41ec49-c28b-4ca6-98c6-90e4b90ebb5d,Laura,Chen,Other,1974-12-23,2024-08-25,10,12,100032,7,fthompson@example.org,879-333-6242,e7572073-a926-409d-8816-168e879901c0,Part-Time,Australia
56e81b95-81a7-400a-9a73-2729401079b5,Dorothy,Sanchez,Other,1976-10-04,2023-04-12,3,14,69689,5,jonathan01@example.org,(449)789-5168,ecc6a98f-8be6-4d57-8431-02ed84959416,Contract,USA
4f7af68f-9151-4245-88ac-cc32601a6ebf,Tony,Shaw,Male,1972-03-23,2015-06-28,1,9,108177,2,plloyd@example.org,474.353.2318,,Contract,Canada
73276474-9caa-4dd0-9fd7-f9c0fc8d7845,Harry,Ellis,Male,1993-10-18,2016-06-26,5,12,82276,10,rebeccabarton@example.com,+1-923-789-1977x6677,72fd01aa-2611-49ad-bb04-0b32ae64048f,Full-Time,USA
a537114b-eb9c-4cf0-9fd8-6b0e7004598d,Ryan,Williams,Female,2002-03-03,2015-07-28,8,9,115723,4,david49@example.net,+1-546-904-0775x0008,4ef1e848-d8e1-4054-b844-35a6da63248d,Contract,Australia
d0139cac-e136-4c34-b0ee-612291bd8c71,Matthew,Boyer,Male,1982-07-13,2018-08-22,8,19,42503,1,pandrews@example.org,+1-554-466-9845x959,b5540732-adea-4ec0-8d56-fcf64e546feb,Full-Time,India
55211f46-548e-4232-8f52-f26c5417aecc,Alicia,Richardson,Female,1965-08-09,2015-07-12,8,5,63073,5,yfleming@example.net,+1-621-871-1447x3828,9ebac346-927e-4d5f-ab11-5487d18326ac,Contract,USA
0e5ffd96-1e40-455d-9ac4-536bddeedee7,Louis,Tanner,Female,1980-09-18,2022-09-05,9,6,50381,8,jennifer41@example.org,001-457-690-0558,365f4d9d-308f-4b5c-a304-41062ff9f02d,Part-Time,Canada
4c34cbdd-33c9-421d-b7e6-a95c099740ea,Melissa,Odonnell,Female,1981-03-25,2022-12-17,2,16,94510,7,christopher63@example.net,522-412-3228,30ae76a8-7303-4d15-a958-f6f06535d3a4,Full-Time,Australia
c966e48b-7138-449f-8d71-2e3a4b7081ee,Katrina,Harper,Female,1985-01-21,2021-05-11,9,1,63690,7,qramirez@example.com,890-462-8436,20541cad-9844-4f25-b598-52ff3c6caf88,Full-Time,USA
06bbe167-bea4-4930-a377-da67241b7a31,Johnathan,Wilson,Male,1992-07-23,2016-05-13,9,17,66407,7,jonesbryan@example.org,446-836-2924,3ac47915-5467-4722-9f69-0a7bcc620cab,Full-Time,Canada
15fe9985-2221-4621-ab19-ddca84f45aae,Mark,Barnes,Male,1978-09-10,2020-02-10,4,5,92141,10,lisagonzalez@example.org,431-367-2704x3692,e2e1a320-6e18-4241-bec9-63a9c09af95a,Full-Time,USA
627d68d6-a4b4-4eed-9272-7ba22cbd5177,Adam,Singh,Other,1990-01-30,2022-02-04,6,10,81852,4,charles70@example.com,(529)407-2051,6fe5232a-3aba-4ed8-92f9-bafc26c9be9d,Contract,Canada
d2266a6a-53bb-4626-812c-8c6dd3cce5aa,Brandy,Maldonado,Other,1972-12-16,2017-11-16,6,16,78845,10,foleymorgan@example.net,412.690.9151x06884,686c78f3-83fa-4d32-9963-e2f1160b2813,Contract,USA
d2083a42-d9a2-409f-8c88-565b1bfaec6b,Sara,Kelley,Other,1981-02-18,2016-06-18,10,14,40223,3,wedwards@example.com,239.294.8726x045,2ea9dffc-0b97-42e0-88c2-ab81795742e0,Full-Time,India
dd7716c5-4f64-4a8c-beef-558efc3e5f53,John,Lynch,Female,1966-02-01,2021-10-28,3,14,61641,1,alejandromitchell@example.com,001-579-297-9659x4279,dcad1161-0972-43b0-b28e-c8b1f8713600,Full-Time,India
f235dba9-f5db-4f6d-bccd-761ec583006f,David,Todd,Female,1993-04-17,2023-10-01,10,7,107786,1,zgoodwin@example.org,987.930.8870,e9299017-dc45-40f6-9b0f-458e6f7bcf6d,Part-Time,USA
73a8943e-232a-492a-8db1-a90f2b836bf9,Katherine,Blake,Male,1974-04-16,2017-09-21,4,1,88469,6,jeffrey63@example.com,(951)657-9161x79770,a9db67c3-e9bd-4d11-b0cb-7b78bfdaaec8,Full-Time,USA
59c11870-ceba-4947-92e6-4bf3bb994f11,Logan,Weaver,Female,1972-02-27,2016-01-16,2,1,41903,10,lharris@example.org,718.782.1054x9227,ec3ee219-d60e-46ce-b5fe-d725282d68b8,Full-Time,Australia
4cd7bb1f-8000-49a5-b132-593c4edcbd55,Joshua,Davidson,Male,1986-02-23,2021-06-07,3,13,49033,9,smithdustin@example.org,+1-411-229-4413x874,,Contract,USA
c99e1807-8c9f-4fb6-89e5-64333392b823,Darrell,Munoz,Female,1969-03-26,2022-03-21,2,15,83522,5,yphillips@example.org,+1-826-315-9847,4234383f-01fb-43eb-a611-0f5ee51e842e,Part-Time,Canada
babcc840-08d9-4cd4-863e-cfcbba88d1c9,Jennifer,Gutierrez,Male,1986-05-18,2017-10-12,4,17,107757,7,allengary@example.org,953-215-0046,d41fde10-05a1-48f4-8889-03f1ee864613,Part-Time,Canada
98255002-45b6-46ef-8e10-01f463e179aa,Kyle,Koch,Male,1978-07-23,2024-09-29,3,16,52142,1,clinestephen@example.net,(640)795-9412,b8fe6737-8804-414f-a583-3dbbe7f1bda5,Part-Time,Canada
8506a7ae-0786-4753-98e1-31180c41bfce,Steven,Cox,Other,1984-11-22,2015-04-14,5,12,47295,7,anita30@example.net,(623)985-6402,082bce98-2468-43a3-a48e-e0a5c0be5935,Contract,India
d659e1ba-5c45-4fb9-a8a1-8f77146e737e,Lisa,Sanchez,Other,1995-08-18,2016-02-04,9,17,87713,1,steven02@example.com,7774966152,4b4cbdaa-5c4e-4598-bca7-5bc5b591f4bd,Contract,India
4abbc014-86d9-4354-a8b9-0b37a916ff4f,Michelle,Diaz,Other,1981-01-17,2016-04-20,4,16,83932,1,brittany13@example.com,001-405-638-7893x8648,b0b1315c-7375-48ce-95a9-cb6a1e8a3838,Contract,USA
2a28ae34-34db-4097-9872-688f35a4ee31,John,Frank,Male,1991-09-12,2022-08-30,6,17,54572,2,robin21@example.org,8937298328,68d06a23-38f4-4a16-b59b-5133f453187c,Full-Time,Canada
cbf47fe8-fd95-460d-aa2f-67efc286604c,Jonathan,Willis,Female,1989-01-06,2019-07-29,2,7,119061,9,brian77@example.com,7195923157,ea5d9564-a3db-482f-889e-2cef75c4d890,Part-Time,USA
b7e4c27b-1a57-4136-bafc-5d1732cfa36e,Clinton,Brewer,Other,2002-01-18,2015-05-04,9,2,40846,3,mcdowellkevin@example.com,435.313.4045,ac7413af-979f-4468-bf11-c4e183fbbc96,Part-Time,Canada
c3f62bd1-abcf-442b-b827-ac5711b3f138,Lucas,Larsen,Other,1990-09-07,2022-07-26,10,3,75662,2,zrivera@example.org,(641)779-4493x89780,,Full-Time,India
bd8d87b3-e166-4ff6-b113-256e74d84bdb,Michael,Owens,Other,1984-02-17,2023-04-10,1,2,59748,9,pmaldonado@example.org,8897920759,341fbb26-09c0-485f-93c5-b2d98e84ff6e,Contract,Canada
011f08c6-3c60-4dec-a266-c2c793112bb8,Marcus,Hernandez,Female,1974-12-28,2018-10-15,6,10,56874,3,haleymarquez@example.org,001-827-596-1777x361,fec7b1c2-59c5-43ce-89c7-85f7ec45ddd9,Contract,Australia
a2a796bc-5d4b-4cc6-adb0-c3a626c3574f,Maria,Hoffman,Male,1986-05-11,2017-07-18,9,16,49906,3,reevesstephen@example.org,+1-230-359-1024x618,444f305e-a84a-400f-912d-bc4ea8bbeb2f,Full-Time,USA
831211dc-f618-4799-9f7a-5ae07b85e92c,Gary,Cardenas,Male,1988-04-17,2018-04-13,9,5,117916,1,diamondcarr@example.org,(960)686-0408x3755,1f892b19-2a1e-4ef3-b439-de08166cea09,Full-Time,Australia
6d3a3afe-9fb1-4f13-ab24-db42e00aeea1,Gary,Hernandez,Male,1969-09-15,2017-03-25,5,3,52738,7,brandon29@example.com,+1-737-315-8737x67270,132ee0d9-e715-4ed7-a591-79bd800f2efc,Contract,Canada
f8b1279c-f06a-49f5-83c6-978b963213a1,Katherine,Flores,Male,1988-06-20,2015-06-15,7,17,119122,4,tammy00@example.org,974-784-7326,01ae3e0f-dcad-4abe-a32b-452f8ef4e941,Part-Time,Canada
cb266c5b-ece5-49da-9f05-8c10fa250803,Jenna,Page,Other,1976-08-24,2025-01-03,1,15,91039,1,yrodriguez@example.org,+1-628-640-8163x56303,65a77617-47ef-448e-aae0-d2ea9efe5755,Full-Time,Canada
bdf14a51-6636-4ede-b507-1f483dbb352c,Kelsey,Williams,Male,1979-09-13,2024-12-31,7,18,53360,4,michaelwelch@example.com,001-456-651-9031x869,603a8513-c4f5-4bd1-baf8-f030105f5e40,Contract,India
f7a9abb9-b01a-456e-a7f9-3051c551e441,William,Logan,Other,1969-03-24,2017-02-07,8,3,58889,3,usimpson@example.net,653.953.4587,6067e343-c6d0-4261-a2d5-4d98242b920a,Part-Time,Australia
57bef38c-20ee-4710-a4eb-940ffb22ad05,Matthew,Garcia,Female,1987-01-22,2016-12-11,7,20,102557,2,robert38@example.net,214-878-5064x65208,4ea5d1ec-3c7b-48db-a166-6c97b23bc339,Part-Time,Canada
7e47d3b5-dc25-4062-9586-a5ff8c346ee4,Douglas,Scott,Male,1979-10-07,2022-03-07,10,18,119452,8,virginianguyen@example.org,(395)949-4575x2777,26ac80ff-48d6-40e5-a4b3-46dc16145e04,Full-Time,Australia
8573c174-22a5-4805-bd27-371adcf7b6cd,Franklin,Jordan,Female,1995-09-18,2016-07-22,8,10,71328,7,hmckinney@example.org,(596)965-0927x55785,a99a2df9-7baa-48d4-83e7-5ae1e6be2192,Contract,Australia
5d455b54-8bc4-457e-abd8-a9ef67e57628,Lisa,Griffin,Other,1986-09-16,2024-12-27,3,7,44795,5,cynthiadixon@example.org,001-445-774-9620x9937,5ed7c76e-cc17-486c-91a7-7560289950d8,Full-Time,USA
19bbb171-ae28-4cb5-93b0-b3d1ad8ff580,Tiffany,Bell,Other,1992-03-22,2015-07-22,2,2,83281,9,ksheppard@example.org,718.467.4502x274,24fb7f78-a0d0-4fb0-bf66-3c9bc690d144,Part-Time,USA
36efa564-1b73-402c-9f8d-3c3c1e82a1d6,Rachel,Hoover,Female,1974-06-24,2016-11-30,2,1,42087,6,randysawyer@example.org,+1-953-710-4588x5007,54fe7982-84d3-4700-9aec-1af559647694,Full-Time,Canada
77b5d1f9-7330-48b1-825d-6c8fe1aea632,Charles,Yoder,Female,1971-12-20,2016-08-30,5,17,58690,6,kevin98@example.net,(247)924-9293x866,e081977c-fdc0-4045-a3ae-abac14f8c12b,Part-Time,Canada
dadc75a4-0783-4cec-96e8-557db9e1d2a5,John,Lozano,Female,1998-02-08,2021-10-07,5,8,74234,9,michael47@example.org,+1-218-421-9586,4b9d5a5c-206b-43f1-ad27-bb5dcc28983f,Full-Time,Australia
12334d61-15da-4524-87af-f699fb401f55,Amy,Hill,Female,1998-10-11,2019-03-26,3,15,48908,4,hartmanrobert@example.net,(710)504-2764x5258,572ec129-90e6-4e17-a111-a8fd304d243d,Part-Time,Australia
5e4f5d6d-66e4-4905-a572-3529638bb488,Stacy,Montoya,Male,1995-09-17,2022-12-15,6,3,114616,1,karinameyer@example.org,695-273-2811x655,4578a8ea-3202-4098-ba15-c1027065ac33,Contract,Canada
2bfb4c5c-4fa9-43be-9dbb-bee4644700db,Carlos,Rodriguez,Female,1980-10-09,2024-09-28,8,1,92900,4,antoniojohnson@example.org,647-381-0034x8187,0ecfbff1-f76b-4f37-b529-c65ae7d4a10f,Full-Time,Canada
419f6541-ba3f-4bc7-abf4-61762e19391c,Megan,Martinez,Female,1999-05-06,2023-04-11,2,17,48179,1,qmccoy@example.net,(792)298-3919x3509,9ac48808-0eaf-4434-8d9c-024b5bf15524,Part-Time,Australia
3669bd48-1633-4f98-98da-2b1cb0e9b8ac,Sherri,Schneider,Female,1984-04-21,2022-11-19,9,2,88952,4,johnhenderson@example.com,(290)447-4591x3355,4b829af7-828d-4f8d-bdfd-4535ef889e36,Full-Time,India
e23ece43-0a38-48a1-bebd-baa7d849219e,Zachary,Robinson,Female,1979-01-25,2018-10-07,5,1,42364,7,bakermaria@example.org,859-824-2796x612,73c70bd1-06b6-40ed-8b99-c5012ea51ad3,Full-Time,Canada
0338069f-6e08-4698-905e-0a10cc9da68e,Glenda,Brown,Male,1969-03-08,2019-03-01,10,5,58470,1,willie48@example.net,(814)489-2807,47766750-e157-4d94-b67b-4d579b98d858,Full-Time,USA
6d1bd4b2-8354-4f74-99c2-f1737888c778,Don,Dickson,Male,1991-03-02,2020-01-28,3,8,80475,4,bsalas@example.com,001-605-983-0056x2259,d11bb59d-8fe9-4a14-b0f1-7e3ca4a2246f,Contract,Canada
89819a1c-737a-4f4c-926e-a16ae59836f2,Jessica,Orr,Other,1974-03-15,2021-10-04,6,6,49581,7,benjaminalex@example.net,(943)361-7254,e6a7cab4-b21f-47e8-a05f-da6ef241cafd,Part-Time,Canada
4e4c72b4-6aa7-436e-b092-f402531db90c,Suzanne,Shelton,Other,1980-05-04,2024-03-04,7,19,65601,8,justinbrown@example.net,001-846-299-1743x71846,aa73139a-81af-4ea0-b41a-23d04a3ae609,Full-Time,India
f7d44153-023b-4152-8b7c-1737518def34,Courtney,Thornton,Other,1996-01-15,2024-11-15,1,7,77255,8,kaylagreen@example.org,(639)942-2956,,Part-Time,India
dc05e786-c1fc-4a38-ada2-c11e96e98925,Megan,Davila,Male,1964-02-20,2015-11-26,8,8,81967,10,mayjames@example.net,001-499-850-6903x797,c6acd771-2b26-4529-bd32-2a9918b72cd0,Contract,Australia
15d77b43-a114-4962-be69-50aa123a2904,Donna,Hill,Other,1966-07-10,2015-01-21,2,17,61119,10,ngoodwin@example.org,001-580-652-5655x300,1a2b005e-2105-4354-a638-0a877ad30c95,Contract,USA
be102a01-b4ac-4895-87b0-db53824d3ac3,Sandra,Ho,Male,1978-01-01,2020-02-02,7,3,48890,3,joseph21@example.net,(789)577-6776x88280,adec9b51-c8da-46df-a00d-043d32983cd6,Part-Time,Canada
a4f8c69e-7ef6-4bd4-81e1-69887d58c89f,Theodore,Black,Female,1985-03-11,2020-12-24,4,11,81945,10,jessica55@example.net,(705)282-0083x22427,2290e6ec-d122-4fd2-94f4-949305359dab,Part-Time,USA
